index,SMILE,fr_methoxy,EState_VSA2,PEOE_VSA1,SMR_VSA6,Chi3n,MinPartialCharge,SlogP_VSA2,MinAbsPartialCharge,Chi4n,Chi4v,GWP
97,C(C(F)F)OC(C(F)(F)F)(F)F,0,0.0,4.736862953800049,6.606881964512918,0.7206124465270582,-0.30721232751595834,25.317214736497068,0.30721232751595834,0.2494865331749062,0.2494865331749062,2.983626287
98,C(C(F)F)OC(C(F)F)(F)F,0,0.0,4.736862953800049,6.606881964512918,0.6558080698603447,-0.30995018579987615,25.566360963912786,0.30995018579987615,0.23709475893708243,0.23709475893708243,2.919601024
99,C(C(F)F)OC(F)(F)F,0,0.0,0.0,6.606881964512918,0.37298490868007006,-0.2859068197344507,19.394685568402494,0.2859068197344507,0.157485197087178,0.157485197087178,2.970346876
100,C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0.0,0.8483174785321762,-0.2432746839973464,24.818922281665632,0.2432746839973464,0.27331064126520216,0.27331064126520216,3.57634135
101,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)F,0,0.0,0.0,0.0,0.8342427454746815,-0.22755790904302223,24.818922281665635,0.22755790904302223,0.39656486501933946,0.39656486501933946,3.64246452
102,C(C=O)C(F)(F)F,0,6.286160523129555,4.794537184071822,0.0,0.31478835827647117,-0.3030363718696864,12.46245904057303,0.3030363718696864,0.09449111825230681,0.09449111825230681,-1.602059991
103,C(CBr)Br,0,0.0,0.0,10.660179294122853,0.07142857142857141,-0.09190389857679508,10.660179294122853,0.012858597828711611,0.0,0.0,0.008600172
104,C(CC(F)(F)F)CO,0,13.027703587438928,5.106527394840706,6.606881964512918,0.6183639330619761,-0.39637068959195343,17.889707876797097,0.3887092894948046,0.27950287293852766,0.27950287293852766,-1.30980392
105,C(CCl)Cl,0,0.0,0.0,11.760006889940678,0.07142857142857141,-0.12542343074881615,11.760006889940678,0.035889203448099614,0.0,0.0,0.113943352
106,C(CF)F,0,0.0,0.0,13.349181944549816,0.07142857142857141,-0.24823404062243565,13.349181944549816,0.11774433594500015,0.0,0.0,1.33243846
107,C(CF)O,0,6.606881964512918,5.106527394840706,13.281472936787825,0.08451542547285164,-0.39366054126169014,18.388000331628533,0.11246039712919563,0.0,0.0,-0.27572413
108,C(Cl)(Cl)(Cl)Cl,0,0.0,0.0,0.0,0.0,-0.06642130282188381,3.2517177575741014,0.06642130282188381,0.0,0.0,3.342422681
109,C(Cl)(Cl)Cl,0,0.0,0.0,0.0,0.0,-0.08741152777904436,4.2954515122943855,0.08741152777904436,0.0,0.0,1.31386722
110,C(Cl)Br,0,0.0,0.0,4.789271469105758,0.0,-0.1141985641082697,4.789271469105758,0.0777631430150728,0.0,0.0,0.675778342
111,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0,0.0,5.106527394840706,6.606881964512918,2.0298540154812716,-0.39614042090808943,41.579824549175406,0.39614042090808943,0.9022727435326092,0.9022727435326092,-0.273272791
112,C(CO)C(F)(F)F,0,0.0,5.106527394840706,6.606881964512918,0.3952767536319098,-0.39602739880153726,17.889707876797097,0.3908036270303192,0.12677313820927744,0.12677313820927744,-0.207608311
113,C(CO)C(F)(F)F,0,0.0,5.106527394840706,6.606881964512918,0.3952767536319098,-0.39602739880153726,17.889707876797097,0.3908036270303192,0.12677313820927744,0.12677313820927744,-0.207608311
114,C(F)(Cl)(Cl)Cl,0,0.0,0.0,0.0,0.0,-0.1891693418719329,4.046305284878669,0.1891693418719329,0.0,0.0,3.794488047
115,C(F)(Cl)Cl,0,0.0,0.0,0.0,0.0,-0.21187755147036705,5.090039039598953,0.21187755147036705,0.0,0.0,2.204119983
116,C(F)(F)(Br)Br,0,0.0,0.0,0.0,0.0,-0.18149493573976552,3.7410652163654134,0.18149493573976552,0.0,0.0,2.334453751
117,C(F)(F)(Cl)Br,0,0.0,0.0,0.0,0.0,-0.17658052877628858,4.290979014274326,0.17658052877628858,0.0,0.0,3.285557309
118,C(F)(F)(Cl)Cl,0,0.0,0.0,0.0,0.0,-0.171534140181979,4.840892812183238,0.171534140181979,0.0,0.0,4.096910013
119,C(F)(F)(F)Br,0,0.0,0.0,0.0,0.0,-0.16004778882170304,5.085566541578894,0.16004778882170304,0.0,0.0,3.857332496
120,C(F)(F)(F)Cl,0,0.0,0.0,0.0,0.0,-0.15568093590946064,5.635480339487805,0.15568093590946064,0.0,0.0,4.209515015
121,C(F)(F)(F)F,0,0.0,0.0,0.0,0.0,-0.1398591211178809,6.430067866792373,0.1398591211178809,0.0,0.0,3.868056362
122,C(F)(F)(F)S(F)(F)(F)(F)F,0,0.0,0.0,0.0,0.43740888263985317,-0.15332557143953182,5.508330501264255,0.15332557143953182,0.0,0.0,4.267171728
123,C(F)(F)Br,0,0.0,0.0,0.0,0.0,-0.19746996205193992,5.33471276899461,0.19746996205193992,0.0,0.0,2.579783597
124,C(F)(F)Cl,0,0.0,0.0,0.0,0.0,-0.1919545254547639,5.884626566903522,0.1919545254547639,0.0,0.0,3.292256071
125,C(F)(F)F,0,0.0,0.0,0.0,0.0,-0.1742238461437192,6.679214094208089,0.1742238461437192,0.0,0.0,4.164352856
126,C(F)F,0,0.0,0.0,6.928360321623806,0.0,-0.21418589178897088,6.928360321623806,0.21418589178897088,0.0,0.0,2.887054378
127,C(OC(C(F)(F)F)C(F)(F)F)F,0,0.0,4.736862953800049,6.860651313861816,0.8242488227679513,-0.32888993823636115,25.317214736497068,0.32888993823636115,0.4375531875790075,0.4375531875790075,2.290034611
128,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0.0,2.003411776361477,-0.2507135316854092,49.874547230981115,0.2507135316854092,0.9205871279171743,0.9205871279171743,3.728353782
129,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0.0,1.4082191942975182,-0.2507135316854157,37.65736821161814,0.2507135316854157,0.640780408782444,0.640780408782444,3.758154622
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0.0,1.04921462250389,-0.2507124626503053,31.734839043523564,0.2507124626503053,0.5168928228000327,0.5168928228000327,3.507855872
131,C(OC(F)(F)F)(F)F,0,0.0,0.0,0.0,0.22271770159368703,-0.2283020995216621,12.973863945476484,0.2283020995216621,0.1010152544552211,0.1010152544552211,4.155336037
132,C(OC(F)F)(F)F,0,0.0,0.0,0.0,0.20573779994945596,-0.26041973858131406,13.223010172892202,0.26041973858131406,0.07776157913597392,0.07776157913597392,3.821513528
133,C=C(C(F)(F)F)C(F)(F)F,0,0.0,0.0,0.0,0.6843652176255568,-0.1660982180526413,12.35259703488695,0.1660982180526413,0.16071428571428567,0.16071428571428567,-0.42365865
134,C=C(C(F)(F)F)F,0,0.0,0.0,0.0,0.30758878857717536,-0.20246122055826105,6.176298517443475,0.20246122055826105,0.0,0.0,-0.300162274
135,C=C(F)F,0,0.0,0.0,0.0,0.0,-0.1741045340758478,0.0,0.1741045340758478,0.0,0.0,-1.283996656
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0.0,2.2140319422036505,-0.1947838316472925,35.78894435791636,0.1947838316472925,0.9098462814209476,0.9098462814209476,-0.790484985
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0,0.0,0.0,0.0,1.4253531834801383,-0.1947809373273808,23.943886021727202,0.1947809373273808,0.5155069020591905,0.5155069020591905,-0.690369833
138,C=CC(C(C(F)(F)F)(F)F)(F)F,0,0.0,0.0,0.0,1.031013804118381,-0.19464000151010688,18.02135685363263,0.19464000151010688,0.31715727727038306,0.31715727727038306,-0.628932138
139,C=CC(C(F)(F)F)(F)F,0,0.0,0.0,0.0,0.6343145545407661,-0.1915196870319064,12.098827685538051,0.1915196870319064,0.11572751247156891,0.11572751247156891,-0.739928612
140,C=CC(F)(F)F,0,6.076020106833881,0.0,0.0,0.23145502494313783,-0.16678618969228537,6.176298517443475,0.16678618969228537,0.0,0.0,-0.583359493
141,C=CCOC(=O)C(F)(F)F,0,0.0,4.736862953800049,6.606881964512918,0.5637338372218113,-0.45481711055845087,18.75248576990824,0.45481711055845087,0.21644463147603135,0.21644463147603135,-2.15490196
142,C=CF,0,6.32978945618278,0.0,0.0,0.0,-0.21619321450998513,0.0,0.07946646029724827,0.0,0.0,-1.619788758
143,C=COC(=O)C(F)(F)F,0,0.0,4.736862953800049,0.0,0.4218264458078189,-0.4284677990075014,12.145603805395325,0.4284677990075014,0.1425026680167614,0.1425026680167614,-2.096910013
144,C=COCC(F)(F)F,0,0.0,4.736862953800049,6.606881964512918,0.36484788120808553,-0.4923497246167155,12.783180481956393,0.4220300247339864,0.15341668335118577,0.15341668335118577,-1.236572006
145,CBr,0,0.0,0.0,5.833005223826043,0.0,-0.09655150767721922,5.833005223826043,0.0084787831631398,0.0,0.0,0.385606274
146,CC(=O)C(F)(F)F,0,0.0,0.0,0.0,0.39920086722848924,-0.28991075148720075,11.959543463808414,0.28991075148720075,0.0,0.0,-1.045757491
147,CC(C(F)(F)F)(F)F,0,6.923737199690624,0.0,0.0,0.49775906904263456,-0.19673174712821836,12.098827685538051,0.19673174712821836,0.0,0.0,3.658011397
148,CC(C)(F)F,0,0.0,0.0,0.0,0.0,-0.20754627421607494,5.922529168094576,0.20754627421607494,0.0,0.0,2.777426822
149,CC(C)Br,0,0.0,0.0,0.0,0.0,-0.08967031862934308,4.827174070296812,0.008875443213827798,0.0,0.0,-0.899629455
150,CC(C)Cl,0,0.0,0.0,0.0,0.0,-0.12361177098870252,5.3770878682057255,0.02791283065305066,0.0,0.0,-0.742321425
151,CC(CC(F)(F)F)(F)F,0,6.923737199690624,0.0,0.0,0.5108532476871672,-0.20683956958901684,12.098827685538051,0.20683956958901684,0.3519688131171498,0.3519688131171498,2.960946196
152,CC(Cl)(Cl)Cl,0,0.0,0.0,0.0,0.0,-0.08401345114285742,3.792535935529771,0.08401345114285742,0.0,0.0,2.206825876
153,CC(F)(F)Cl,0,0.0,0.0,0.0,0.0,-0.18859860391513794,5.381710990138906,0.18859860391513794,0.0,0.0,3.361727836
154,CC(F)(F)F,0,6.923737199690624,0.0,0.0,0.0,-0.1715150103307834,6.176298517443475,0.1715150103307834,0.0,0.0,3.764176132
155,CC(F)F,0,0.0,0.0,0.0,0.0,-0.2108598585109328,6.425444744859191,0.2108598585109328,0.0,0.0,2.214843848
156,CCBr,0,0.0,0.0,5.330089647061427,0.0,-0.09310768028380192,5.330089647061427,0.0002805112836771427,0.0,0.0,-0.312471039
157,CCC(=O)C(F)(F)F,0,0.0,0.0,0.0,0.6372877064999304,-0.2896014448100831,11.959543463808414,0.2896014448100831,0.20044593143431827,0.20044593143431827,-1.022276395
158,CCC(F)(F)F,0,0.0,0.0,0.0,0.40089186286863654,-0.17119247563245396,6.176298517443475,0.17119247563245396,0.0,0.0,1.873901598
159,CCCBr,0,0.0,0.0,5.330089647061427,0.18898223650461354,-0.0928186496107851,5.330089647061427,0.0028627972390594535,0.0,0.0,-1.283996656
160,CCCCCl,0,0.0,0.0,5.880003444970339,0.4871840115494858,-0.12671715221213103,5.880003444970339,0.02228548512208906,0.13363062095621214,0.4008918628686365,-2.15490196
161,CCCl,0,0.0,0.0,5.880003444970339,0.0,-0.12701765618915772,5.880003444970339,0.019456700381332993,0.0,0.0,-0.317854924
162,CCF,0,6.674590972274908,0.0,6.674590972274908,0.0,-0.25141279975229347,6.674590972274908,0.08658380986553287,0.0,0.0,0.684845362
163,CCl,0,0.0,0.0,6.3829190217349545,0.0,-0.13043063419853143,6.3829190217349545,0.010839185573870135,0.0,0.0,0.743509765
164,CCOC(=O)C(F)(F)F,0,6.606881964512918,4.736862953800049,6.606881964512918,0.5068869409881265,-0.45933279644957187,18.75248576990824,0.45933279644957187,0.21292605758607933,0.21292605758607933,0.198657087
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0,0.0,4.736862953800049,6.606881964512918,1.441508039488516,-0.3158011662118942,30.73682832782703,0.3158011662118942,0.6326932751813759,0.6326932751813759,1.783188691
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0,0.0,4.736862953800049,6.606881964512918,1.5078964379033348,-0.31766575233156774,30.736828327827027,0.31766575233156774,0.7714512611664713,0.7714512611664713,1.53529412
167,CCOC(C(C(F)(F)F)F)(F)F,0,0.0,4.736862953800049,6.606881964512918,0.9192178386719237,-0.31819647091511616,25.063445387148167,0.31819647091511616,0.4561392098398864,0.4561392098398864,1.421603927
168,CCOC(C(F)F)(F)F,0,0.0,4.736862953800049,6.606881964512918,0.5908241461546754,-0.3162587518739062,19.140916219053594,0.3162587518739062,0.2554363572862008,0.2554363572862008,1.096910013
169,CCOC(F)(F)F,0,6.606881964512918,0.0,6.606881964512918,0.30800098497440076,-0.29221527166887146,12.969240823543302,0.29221527166887146,0.1636634176769943,0.1636634176769943,1.465382851
170,CF,0,0.0,0.0,7.1775065490395225,0.0,-0.25472973849573893,7.1775065490395225,0.07850795711479129,0.0,0.0,2.130333768
171,COC(=O)C(F)(F)F,1,0.0,4.736862953800049,7.109797541277533,0.4168504308924369,-0.4623591188882762,19.25540134667286,0.4623591188882762,0.11572751247156893,0.11572751247156893,1.915399835
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1,7.109797541277533,4.736862953800049,7.109797541277533,1.3722581660024677,-0.3188673267312145,31.239743904591645,0.3188673267312145,0.4889593933203552,0.4889593933203552,2.7355989
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,1,0.0,4.736862953800049,7.109797541277533,2.265467468972001,-0.3412666406222817,43.084802240780796,0.3412666406222817,1.192773661128802,1.192773661128802,2.607455023
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,1,7.109797541277533,4.736862953800049,7.109797541277533,1.4386465644172868,-0.3207319756677096,31.239743904591645,0.3207319756677096,0.6313654225780578,0.6313654225780578,2.640481437
175,COC(C(C(F)(F)F)(F)F)(F)F,1,7.109797541277533,4.736862953800049,7.109797541277533,0.9779187866407104,-0.31877005766775307,25.317214736497068,0.31877005766775307,0.2931893246676704,0.2931893246676704,2.760422483
176,COC(C(C(F)(F)F)F)(F)F,1,0.0,4.736862953800049,7.109797541277533,0.8545924730830375,-0.3212626899249156,25.566360963912786,0.3212626899249156,0.2940023307220709,0.2940023307220709,2.421603927
177,COC(C(C(F)F)(F)F)(F)F,1,7.109797541277533,4.736862953800049,7.109797541277533,0.9184749155195824,-0.3188843089879359,25.566360963912786,0.3188843089879359,0.26309939028289464,0.26309939028289464,2.442479769
178,COC(C(F)(F)F)(C(F)(F)F)F,1,7.109797541277533,4.736862953800049,7.109797541277533,1.0104899141987496,-0.33525372039955215,25.317214736497068,0.33525372039955215,0.39216931065742355,0.39216931065742355,2.593286067
179,COC(C(F)(F)F)(F)F,1,7.109797541277533,4.736862953800049,7.109797541277533,0.5863786493353408,-0.3165869944895171,19.394685568402494,0.3165869944895171,0.11572751247156893,0.11572751247156893,2.873320602
180,COC(C(F)(F)F)C(F)(F)F,1,0.0,4.736862953800049,7.109797541277533,0.8302903376619293,-0.3643248052316563,25.566360963912786,0.3643248052316563,0.4528381141519471,0.4528381141519471,0.910090546
181,COC(C(F)Cl)(F)F,1,0.0,4.736862953800049,7.109797541277533,0.5261987805657893,-0.3205392083233923,18.849244268513644,0.3205392083233923,0.08908708063747481,0.17817416127494962,2.133538908
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2,14.219595082555067,9.473725907600098,14.219595082555067,2.0419431687699356,-0.3168417656702624,50.87113214064398,0.3168417656702624,0.7972501215648864,0.7972501215648864,2.340444115
183,COC(F)(F)F,1,0.0,0.0,7.109797541277533,0.23145502494313785,-0.2952791597499822,13.472156400307917,0.2952791597499822,0.0,0.0,2.789580712
184,COCC(C(F)(F)F)(F)F,1,0.0,4.736862953800049,13.716679505790452,0.7403469417841383,-0.37804938116612236,25.815507191328503,0.37804938116612236,0.26310943760519656,0.26310943760519656,0.204119983
185,COCC(C(F)F)(F)F,1,0.0,4.736862953800049,13.716679505790452,0.6560404154792924,-0.3781981488743814,26.06465341874422,0.3296451470125914,0.2554363572862008,0.2554363572862008,0.225309282
186,COCC(F)(F)F,1,0.0,4.736862953800049,13.716679505790452,0.30800098497440076,-0.3752739132346612,19.892978023233926,0.3752739132346612,0.1636634176769943,0.1636634176769943,0.31386722
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0,0.0,4.736862953800049,0.0,0.8335397407290955,-0.30017936116442745,25.068068509081353,0.30017936116442745,0.4427491221763426,0.4427491221763426,3.482873584
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0,0.0,0.0,0.0,0.8130266122335585,-0.2507136923843698,25.440189192255172,0.2507136923843698,0.3609736896477133,0.3609736896477133,3.521138084
189,FC(F)(OC)C(F)(F)OC,2,0.0,9.473725907600098,14.219595082555067,0.8515580046420166,-0.31684463157945497,26.436774101918036,0.31684463157945497,0.23763668329542528,0.23763668329542528,2.305351369
190,FC(F)OC,1,0.0,4.736862953800049,7.109797541277533,0.17817416127494962,-0.3263381851028985,13.721302627723635,0.3263381851028985,0.0,0.0,2.133538908
191,FS(F)(F)(F)(F)F,0,0.0,0.0,0.0,0.0,-0.07190445647360968,0.0,0.07190445647360968,0.0,0.0,4.401400541
192,N(F)(F)F,0,0.0,0.0,0.0,0.0,-0.06623681240837469,5.566282138301096,0.06623681240837469,0.0,0.0,4.240549248
193,O=COC(F)(F)C(F)(F)F,0,0.0,4.736862953800049,0.0,0.5261383949261057,-0.396188640381331,18.757108891841423,0.396188640381331,0.12724122006700594,0.12724122006700594,2.775974331
194,O=S(=O)(F)F,0,0.0,0.0,0.0,0.0,-0.1602380866312041,8.417796984328938,0.1602380866312041,0.0,0.0,3.665580991
195,OCCF,0,6.606881964512918,5.106527394840706,13.281472936787825,0.08451542547285162,-0.39366054126169014,18.388000331628533,0.11246039712919563,0.0,0.0,-0.27572413
