index,SMILE,IP,MinAbsEStateIndex,FpDensityMorgan3,FractionCSP3,FpDensityMorgan2,Chi2v,MinPartialCharge,qed,MinAbsPartialCharge,SlogP_VSA6,LF
94,C(C(F)F)C(F)(F)F,0.448141575,2.0069444444444446,1.5,1.0,1.5,1.2103870321946981,-0.21015441965629553,0.4819942139803816,0.21015441965629553,0.0,0.897627091
95,C(C(F)F)F,0.437768714,1.5277777777777777,1.6,1.0,1.6,0.5453886597705079,-0.24483002165672452,0.44775035934082064,0.24483002165672452,0.0,0.556302501
96,C(C(F)F)O,0.395412296,1.0277777777777777,1.8,1.0,1.8,0.5736594956434714,-0.3904449746090942,0.48017709055434443,0.26080596330791833,0.0,-0.777283529
97,C(C(F)F)OC(C(F)(F)F)(F)F,0.42061607,1.9518749999999994,1.6666666666666667,1.0,1.4166666666666667,1.716624843326366,-0.30721232751595834,0.6353597676139614,0.30721232751595834,0.0,0.826074803
98,C(C(F)F)OC(C(F)F)(F)F,0.412228567,1.6970833333333335,1.8181818181818181,1.0,1.5454545454545454,1.5645869857171277,-0.30995018579987615,0.6048073047522098,0.30995018579987615,0.0,0.77815125
99,C(C(F)F)OC(F)(F)F,0.421283431,1.59375,1.7777777777777777,1.0,1.6666666666666667,1.1478302830013412,-0.2859068197344507,0.54494256749566,0.2859068197344507,0.0,0.826074803
100,C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,0.44160814,1.709490740740741,1.3571428571428572,1.0,1.1428571428571428,1.9790948141144808,-0.2432746839973464,0.6840651106228234,0.2432746839973464,0.0,1.397940009
101,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)F,0.45755003,1.685115740740741,1.3571428571428572,1.0,1.1428571428571428,2.013771760842333,-0.22755790904302223,0.6693124531950059,0.22755790904302223,0.0,0.230448921
102,C(C=O)C(F)(F)F,0.384324082,0.16666666666666696,1.8571428571428572,0.6666666666666666,1.8571428571428572,0.9859683890529489,-0.3030363718696864,0.46459030395515666,0.3030363718696864,0.0,-2.096910013
103,C(CBr)Br,0.36698874,1.0486111111111112,1.25,1.0,1.25,1.9639610121239308,-0.09190389857679508,0.5496400415990373,0.012858597828711611,0.0,-0.612610174
104,C(CC(F)(F)F)CO,0.383171433,0.19097222222222232,1.875,1.0,1.75,1.442337765497603,-0.39637068959195343,0.5941990765165248,0.3887092894948046,0.0,-1.823908741
105,C(CCl)Cl,0.397082481,0.5570987654320989,1.25,1.0,1.25,1.1338934190276815,-0.12542343074881615,0.4363042365257152,0.035889203448099614,0.0,-0.647817482
106,C(CF)F,0.435398311,0.8472222222222223,1.25,1.0,1.25,0.3779644730092271,-0.24823404062243565,0.4267346251015632,0.11774433594500015,0.0,-0.326979093
107,C(CF)O,0.385083898,0.3472222222222223,2.0,1.0,2.0,0.4125890342545925,-0.39366054126169014,0.4528643106806505,0.11246039712919563,0.0,-1.356547324
108,C(Cl)(Cl)(Cl)Cl,0.40852219,1.6111111111111107,0.8,1.0,0.8,3.857142857142857,-0.06642130282188381,0.46979553635275456,0.06642130282188381,0.0,1.505149978
109,C(Cl)(Cl)Cl,0.4066057,0.7499999999999998,1.0,1.0,1.0,2.226922466874271,-0.08741152777904436,0.42785917582286576,0.08741152777904436,0.0,-0.300162274
110,C(Cl)Br,0.38953315,0.5347222222222223,2.0,1.0,2.0,1.5746719775034714,-0.1141985641082697,0.43570756213837314,0.0777631430150728,0.0,-0.344861565
111,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0.37929881,1.8231554705215425,1.2105263157894737,1.0,0.9473684210526315,3.3989937452482555,-0.39614042090808943,0.7705436791095532,0.39614042090808943,0.0,-1.327902142
112,C(CO)C(F)(F)F,0.390538614,0.8159722222222223,1.7142857142857142,1.0,1.7142857142857142,1.0887843749043296,-0.39602739880153726,0.5372389320364892,0.3908036270303192,0.0,-1.387216143
113,C(CO)C(F)(F)F,0.392805693,0.8159722222222223,1.7142857142857142,1.0,1.7142857142857142,1.0887843749043296,-0.39602739880153726,0.5372389320364892,0.3908036270303192,0.0,-1.387216143
114,C(F)(Cl)(Cl)Cl,0.41484832,2.583333333333333,1.2,1.0,1.2,2.571428571428571,-0.1891693418719329,0.4494251669146117,0.1891693418719329,0.0,1.716003344
115,C(F)(Cl)Cl,0.4224273,1.722222222222222,1.5,1.0,1.5,1.237179148263484,-0.21187755147036705,0.4091325491659136,0.21187755147036705,0.0,0.230448921
116,C(F)(F)(Br)Br,0.39051257,1.9583333333333333,1.2,1.0,1.2,3.4846149779161797,-0.18149493573976552,0.5377108790425649,0.18149493573976552,0.0,0.397940009
117,C(F)(F)(Cl)Br,0.41649533,1.8070987654320987,1.6,1.0,1.6,2.3557687223952257,-0.17658052877628858,0.48265299887814755,0.17658052877628858,0.0,1.204119983
118,C(F)(F)(Cl)Cl,0.43204057,3.5555555555555554,1.2,1.0,1.2,1.5714285714285716,-0.171534140181979,0.429674058961908,0.171534140181979,0.0,2.008600172
119,C(F)(F)(F)Br,0.42967108,1.375,1.2,1.0,1.2,1.3277469477228496,-0.16004778882170304,0.46101078485857105,0.16004778882170304,0.0,1.857332496
120,C(F)(F)(F)Cl,0.46668444,3.530092592592592,1.2,1.0,1.2,0.8571428571428571,-0.15568093590946064,0.41085419838740544,0.15568093590946064,0.0,2.806179974
121,C(F)(F)(F)F,0.552391616,5.5,0.8,1.0,0.8,0.42857142857142844,-0.1398591211178809,0.39316715302170946,0.1398591211178809,0.0,4.698970004
122,C(F)(F)(F)S(F)(F)(F)(F)F,0.48719863,7.402777777777779,0.8,1.0,0.8,3.815561444390231,-0.15332557143953182,0.5165256414444497,0.15332557143953182,0.0,2.903089987
123,C(F)(F)Br,0.41649525,1.9375,1.5,1.0,1.5,0.9396214670270893,-0.19746996205193992,0.4376772227660281,0.19746996205193992,0.0,0.69019608
124,C(F)(F)Cl,0.450858998,2.6944444444444446,1.5,1.0,1.5,0.5773502691896257,-0.1919545254547639,0.391551672656957,0.1919545254547639,0.0,1.075546961
125,C(F)(F)F,0.513551347,3.666666666666667,1.0,1.0,1.0,0.24743582965269675,-0.1742238461437192,0.401096477329913,0.1742238461437192,0.0,2.357934847
126,C(F)F,0.462914254,1.75,1.3333333333333333,1.0,1.3333333333333333,0.10101525445522105,-0.21418589178897088,0.3834948242297383,0.21418589178897088,0.0,0.73239376
127,C(OC(C(F)(F)F)C(F)(F)F)F,0.414008661,2.1352314814814815,1.3333333333333333,1.0,1.25,1.739040538756991,-0.32888993823636115,0.6216574973922095,0.32888993823636115,0.0,0.278753601
128,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42209997,1.478236252834467,0.7142857142857143,1.0,0.5357142857142857,4.061789331013267,-0.2507135316854092,0.3997339633816899,0.2507135316854092,0.0,1.42975228
129,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42972064,1.6733333333333333,0.9047619047619048,1.0,0.7142857142857143,2.9261747973748156,-0.2507135316854157,0.6227006101566064,0.2507135316854157,0.0,1.42975228
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F,0.44077539,1.9245833333333335,1.3333333333333333,1.0,1.0,2.3559909410384194,-0.2507124626503053,0.5335451099138016,0.2507124626503053,0.0,1.149219113
131,C(OC(F)(F)F)(F)F,0.47727846,2.104166666666667,1.5,1.0,1.5,0.8242446405857919,-0.2283020995216621,0.49861956399303997,0.2283020995216621,0.0,2.130333768
132,C(OC(F)F)(F)F,0.46223828,2.5833333333333335,1.1428571428571428,1.0,1.1428571428571428,0.6573883058063182,-0.26041973858131406,0.49832789852279674,0.26041973858131406,0.0,1.42975228
133,C=C(C(F)(F)F)C(F)(F)F,0.420570216,1.8472222222222223,1.0,0.5,1.0,1.474071528678543,-0.1660982180526413,0.38101677762069575,0.1660982180526413,12.152040213667764,-1.552841969
134,C=C(C(F)(F)F)F,0.395688332,2.0347222222222223,1.4285714285714286,0.3333333333333333,1.4285714285714286,0.9026575035477905,-0.20246122055826105,0.42244900321100093,0.20246122055826105,12.405809563016664,-1.48148606
135,C=C(F)F,0.374979178,1.8333333333333333,1.5,0.0,1.5,0.33868981334099574,-0.1741045340758478,0.3990350582423505,0.1741045340758478,12.65957891236556,-1.886056648
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38933076,1.2889668367346934,1.0,0.75,0.7619047619047619,3.6224216574923447,-0.1947838316472925,0.4901595368899746,0.1947838316472925,12.654955790432378,-1.602059991
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.39444207,0.9656249999999997,1.2,0.6666666666666666,1.0,2.4736355686167477,-0.1947809373273808,0.5263927881090195,0.1947809373273808,12.654955790432378,-1.602059991
138,C=CC(C(C(F)(F)F)(F)F)(F)F,0.396643015,0.7356249999999998,1.25,0.6,1.1666666666666667,1.8992425241789481,-0.19464000151010688,0.4699889568674792,0.19464000151010688,12.654955790432378,-1.602059991
139,C=CC(C(F)(F)F)(F)F,0.400060601,0.4375,1.3333333333333333,0.5,1.3333333333333333,1.32484947974115,-0.1915196870319064,0.39315344317450157,0.1915196870319064,12.654955790432378,-1.602059991
140,C=CC(F)(F)F,0.403786882,0.0625,1.5,0.3333333333333333,1.5,0.7457366948716343,-0.16678618969228537,0.40269220626441804,0.16678618969228537,12.654955790432378,-1.602059991
141,C=CCOC(=O)C(F)(F)F,0.366368943,0.41831018518518515,2.4,0.4,2.1,1.3848959161667855,-0.45481711055845087,0.44197337109201434,0.45481711055845087,12.654955790432378,-2.522878745
142,C=CF,0.374231874,0.25,2.0,0.0,2.0,0.15430334996209188,-0.21619321450998513,0.38291489315291866,0.07946646029724827,12.908725139781279,-2.15490196
143,C=COC(=O)C(F)(F)F,0.368239439,0.426412037037037,2.111111111111111,0.25,2.0,1.0697343444723242,-0.4284677990075014,0.40416892934008347,0.4284677990075014,12.841016132019288,-2.397940009
144,C=COCC(F)(F)F,0.33623079,0.7574305555555556,2.125,0.5,2.0,1.0928484777850904,-0.4923497246167155,0.5115206773772702,0.4220300247339864,12.841016132019288,-2.0
145,CBr,0.38708764,1.8125,1.5,1.0,1.5,0.0,-0.09655150767721922,0.3936198519990384,0.0084787831631398,0.0,-0.096910013
146,CC(=O)C(F)(F)F,0.385391595,0.48611111111111116,1.5714285714285714,0.6666666666666666,1.5714285714285714,1.0539452868905321,-0.28991075148720075,0.45880344116999744,0.28991075148720075,0.0,-1.853871964
147,CC(C(F)(F)F)(F)F,0.44720753,0.1875,1.0,1.0,1.0,1.3861343499850467,-0.19673174712821836,0.44527031093697456,0.19673174712821836,0.0,1.600972896
148,CC(C)(F)F,0.422796813,0.8541666666666667,1.2,1.0,1.2,1.327357517447026,-0.20754627421607494,0.414799203628493,0.20754627421607494,0.0,0.954242509
149,CC(C)Br,0.36951547,0.6458333333333333,1.5,1.0,1.5,2.845137107244989,-0.08967031862934308,0.43047180293883447,0.008875443213827798,0.0,-1.259637311
150,CC(C)Cl,0.39144981,0.3055555555555556,1.5,1.0,1.5,1.8866576106055803,-0.12361177098870252,0.386541833877651,0.02791283065305066,0.0,-1.22184875
151,CC(CC(F)(F)F)(F)F,0.433993344,0.23659722222222257,1.3333333333333333,1.0,1.3333333333333333,1.8621619493944843,-0.20683956958901684,0.5010979228247958,0.20683956958901684,0.0,0.949390007
152,CC(Cl)(Cl)Cl,0.39595577,1.083333333333333,1.2,1.0,1.2,3.629411557112951,-0.08401345114285742,0.4451705567734128,0.08401345114285742,0.0,0.698970004
153,CC(F)(F)Cl,0.436173907,0.6195987654320989,1.6,1.0,1.6,1.4449111825230678,-0.18859860391513794,0.4076457672724475,0.18859860391513794,0.0,1.255272505
154,CC(F)(F)F,0.482135692,0.1875,1.2,1.0,1.2,0.7812324237995549,-0.1715150103307834,0.4175407165966273,0.1715150103307834,0.0,1.707570176
155,CC(F)F,0.440398492,0.8333333333333335,1.5,1.0,1.5,0.518914390356217,-0.2108598585109328,0.39915452119348377,0.2108598585109328,0.0,0.204119983
156,CCBr,0.37702165,1.0625,2.0,1.0,2.0,1.388730149658827,-0.09310768028380192,0.4121785720964007,0.0002805112836771427,0.0,-0.863279433
157,CCC(=O)C(F)(F)F,0.377949624,0.46875,1.875,0.75,1.875,1.2744887948459174,-0.2896014448100831,0.5202440509752633,0.2896014448100831,0.0,-1.744727495
158,CCC(F)(F)F,0.450925692,0.7291666666666665,1.5,1.0,1.5,0.9687309677476243,-0.17119247563245396,0.43408137461655616,0.17119247563245396,0.0,0.041392685
159,CCCBr,0.37396719,1.1319444444444444,2.0,1.0,2.0,1.4819805060619653,-0.0928186496107851,0.4659881510679793,0.0028627972390594535,0.0,-1.387216143
160,CCCCCl,0.390299252,0.8159722222222223,2.2,1.0,2.2,1.4205001001071142,-0.12671715221213103,0.45745018943386945,0.02228548512208906,0.0,-1.920818754
161,CCCl,0.400733681,0.7222222222222223,2.0,1.0,2.0,0.8017837257372731,-0.12701765618915772,0.37198554725482313,0.019456700381332993,0.0,-0.879426069
162,CCF,0.433784461,0.25,2.0,1.0,2.0,0.26726124191242434,-0.25141279975229347,0.38239715499610855,0.08658380986553287,0.0,-0.659555885
163,CCl,0.414108329,1.4722222222222223,1.5,1.0,1.5,0.0,-0.13043063419853143,0.3573626606013345,0.010839185573870135,0.0,-0.045757491
164,CCOC(=O)C(F)(F)F,0.39964439,0.2516435185185184,2.111111111111111,0.75,2.0,1.218229249500119,-0.45933279644957187,0.5124036393908263,0.45933279644957187,0.0,-1.22184875
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41007766,0.7318664965986394,1.375,1.0,1.125,2.5963340903216943,-0.3158011662118942,0.7064777716131744,0.3158011662118942,0.0,-0.096910013
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.41554179,0.695514455782313,1.25,1.0,1.0625,2.6037804252456525,-0.31766575233156774,0.7092286546858098,0.31766575233156774,0.0,-0.200659451
167,CCOC(C(C(F)(F)F)F)(F)F,0.408771564,0.6909722222222223,1.8333333333333333,1.0,1.5833333333333333,1.898981650889735,-0.31819647091511616,0.6298840095796973,0.31819647091511616,0.0,-0.394694954
168,CCOC(C(F)F)(F)F,0.406165483,0.4193055555555556,2.0,1.0,1.8888888888888888,1.2955101438368577,-0.3162587518739062,0.5521020457033079,0.3162587518739062,0.0,-0.681936665
169,CCOC(F)(F)F,0.41660236,0.3159722222222223,1.8571428571428572,1.0,1.8571428571428572,0.8787534411210713,-0.29221527166887146,0.502028066044374,0.29221527166887146,0.0,-0.401209493
170,CF,0.467051091,0.5,1.5,1.0,1.5,0.0,-0.25472973849573893,0.3673293108901918,0.07850795711479129,0.0,0.447158031
171,COC(=O)C(F)(F)F,0.407841876,0.676412037037037,1.875,0.6666666666666666,1.875,0.9893406928398311,-0.4623591188882762,0.4491127109804482,0.4623591188882762,0.0,0.0
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41636913,0.12463860544217686,1.2,1.0,1.0,2.3674455336614066,-0.3188673267312145,0.6992206360329705,0.3188673267312145,0.0,0.681241237
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.39501384,0.7029166666666669,0.9523809523809523,1.0,0.8095238095238095,3.525525808272146,-0.3412666406222817,0.6888925796479488,0.3412666406222817,0.0,0.719331287
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.42672527,0.17479166666666668,1.0,1.0,0.9333333333333333,2.3748918685853644,-0.3207319756677096,0.6841411321236668,0.3207319756677096,0.0,0.681241237
175,COC(C(C(F)(F)F)(F)F)(F)F,0.425652853,0.055208333333333304,1.25,1.0,1.1666666666666667,1.793052489223607,-0.31877005766775307,0.6216574973922095,0.31877005766775307,0.0,0.707570176
176,COC(C(C(F)(F)F)F)(F)F,0.419893223,0.29000000000000004,1.5454545454545454,1.0,1.4545454545454546,1.6700930942294472,-0.3212626899249156,0.5940681441672168,0.3212626899249156,0.0,0.397940009
177,COC(C(C(F)F)(F)F)(F)F,0.411710977,0.21854166666666686,1.5454545454545454,1.0,1.4545454545454546,1.6445631413299833,-0.3188843089879359,0.6071623033716994,0.3188843089879359,0.0,0.397940009
178,COC(C(F)(F)F)(C(F)(F)F)F,0.411462808,0.012916666666666465,1.0,1.0,1.0,1.7949003400347918,-0.33525372039955215,0.5903120969902259,0.33525372039955215,0.0,0.568201724
179,COC(C(F)(F)F)(F)F,0.432078413,0.2852083333333333,1.3333333333333333,1.0,1.3333333333333333,1.218659444785809,-0.3165869944895171,0.5174653102504866,0.3165869944895171,0.0,0.698970004
180,COC(C(F)(F)F)C(F)(F)F,0.387988684,0.352824074074074,1.1818181818181819,1.0,1.1818181818181819,1.698967187367844,-0.3643248052316563,0.5641138623913207,0.3643248052316563,0.0,-0.749579998
181,COC(C(F)Cl)(F)F,0.402516034,0.6755555555555555,2.0,1.0,2.0,1.449796697181027,-0.3205392083233923,0.5425087175546522,0.3205392083233923,0.0,0.155336037
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38929453,0.16929865874265193,0.7083333333333334,1.0,0.5416666666666666,3.713029818763251,-0.3168417656702624,0.5569285778682652,0.3168417656702624,0.0,0.230448921
183,COC(F)(F)F,0.433571628,0.5833333333333333,1.5,1.0,1.5,0.6498648844607836,-0.2952791597499822,0.44334097683436796,0.2952791597499822,0.0,0.69019608
184,COCC(C(F)(F)F)(F)F,0.37282148,0.7774305555555556,1.6,1.0,1.5,1.6352205160770998,-0.37804938116612236,0.5654504667206317,0.37804938116612236,0.0,-1.161150909
185,COCC(C(F)F)(F)F,0.362325373,0.940763888888889,2.0,1.0,1.8888888888888888,1.494741050821364,-0.3781981488743814,0.5484163332007153,0.3296451470125914,0.0,-1.148741651
186,COCC(F)(F)F,0.37569168,1.0074305555555556,1.8571428571428572,1.0,1.8571428571428572,1.04819027904657,-0.3752739132346612,0.4972086342176293,0.3752739132346612,0.0,-1.113509275
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0.43157393,2.3958333333333335,1.1538461538461537,1.0,1.0769230769230769,1.8600004616194648,-0.30017936116442745,0.647162034622946,0.30017936116442745,0.0,1.348304863
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0.43449436,2.1283333333333334,1.0,1.0,0.8571428571428571,1.790560263736365,-0.2507136923843698,0.6804941929494385,0.2507136923843698,0.0,1.127104798
189,FC(F)(OC)C(F)(F)OC,0.39352519,0.4652083333333332,1.1,1.0,1.0,1.4418007514863485,-0.31684463157945497,0.5846800571542279,0.31684463157945497,0.0,0.230448921
190,FC(F)OC,0.416288795,0.949074074074074,1.8,1.0,1.8,0.49635503155469773,-0.3263381851028985,0.45540924099330404,0.3263381851028985,0.0,0.041392685
191,FS(F)(F)(F)(F)F,0.536314379,9.847222222222221,0.5714285714285714,0.0,0.5714285714285714,2.6244532958391193,-0.07190445647360968,0.4601519369796083,0.07190445647360968,0.0,3.505149978
192,N(F)(F)F,0.484370715,2.5,1.0,0.0,1.0,0.19166296949998193,-0.06623681240837469,0.3839802173164478,0.06623681240837469,0.0,2.755112266
193,O=COC(F)(F)C(F)(F)F,0.420344907,0.9647916666666676,1.6,0.6666666666666666,1.5,1.228611474616573,-0.396188640381331,0.4539434690773572,0.396188640381331,0.0,0.556302501
194,O=S(=O)(F)F,0.482147797,5.666666666666666,1.2,0.0,1.2,1.1350166443063272,-0.1602380866312041,0.40838224316833815,0.1602380866312041,0.0,1.556302501
195,OCCF,0.385074629,0.3472222222222223,2.0,1.0,2.0,0.4125890342545925,-0.39366054126169014,0.4528643106806505,0.11246039712919563,0.0,-1.356547324
